"Hero","Vs","Games","W","L","Win %","Elo Shift"
"Centaur Warrunner","Spirit Breaker","68","34","34","0.5","1.2063453363849368"
"Ancient Apparition","Ursa","50","25","25","0.5","1.2015092944673353"
"Lina","Ursa","80","40","40","0.5","1.1858503705779448"
"Luna","Tiny","198","99","99","0.5","1.1820582191368134"
"Pugna","Kunkka","94","47","47","0.5","1.138114607616842"
"Dark Seer","Void Spirit","70","35","35","0.5","1.1363066525151058"
"Monkey King","Skywrath Mage","112","56","56","0.5","1.1236822316496593"
"Magnus","Enigma","60","30","30","0.5","1.1159487130421037"
"Ogre Magi","Dawnbreaker","80","40","40","0.5","1.1069546679043143"
"Luna","Enchantress","136","68","68","0.5","1.0217724435071835"
"Queen of Pain","Brewmaster","74","37","37","0.5","1.0047790572950808"
"Sniper","Gyrocopter","62","31","31","0.5","0.9952134390937909"
"Axe","Dark Seer","50","25","25","0.5","0.9880712694712502"
"Dragon Knight","Jakiro","230","115","115","0.5","0.9748119317183889"
"Crystal Maiden","Shadow Fiend","90","45","45","0.5","0.9449377011817433"
"Sand King","Weaver","88","44","44","0.5","0.9380243602780882"
"Death Prophet","Ancient Apparition","74","37","37","0.5","0.9122896090588124"
"Dark Seer","Razor","52","26","26","0.5","0.9110131086679701"
"Nature's Prophet","Shadow Shaman","110","55","55","0.5","0.8933325371471575"
"Weaver","Ursa","96","48","48","0.5","0.8780103183032953"
"Shadow Demon","Lich","60","30","30","0.5","0.8366786315074992"
"Morphling","Warlock","68","34","34","0.5","0.8125646481464885"
"Nyx Assassin","Jakiro","56","28","28","0.5","0.7960538617034264"
"Slark","Bane","52","26","26","0.5","0.7919845544733352"
"Troll Warlord","Enchantress","98","49","49","0.5","0.7909438304098174"
"Puck","Mirana","206","103","103","0.5","0.7905789343760771"
"Windranger","Clockwerk","150","75","75","0.5","0.7829468235492391"
"Sven","Troll Warlord","98","49","49","0.5","0.7610641063082625"
"Primal Beast","Shadow Fiend","106","53","53","0.5","0.75845564398391"
"Puck","Magnus","154","77","77","0.5","0.7273034675255905"
"Night Stalker","Grimstroke","58","29","29","0.5","0.7233090666885398"
"Brewmaster","Leshrac","56","28","28","0.5","0.7170703810069969"
"Windranger","Magnus","114","57","57","0.5","0.6716643429823685"
"Shadow Demon","Ember Spirit","228","114","114","0.5","0.670294997613813"
"Magnus","Zeus","50","25","25","0.5","0.6701867393179799"
"Lina","Nyx Assassin","60","30","30","0.5","0.6662588985561011"
"Slardar","Kunkka","72","36","36","0.5","0.6659295666590936"
"Ember Spirit","Troll Warlord","130","65","65","0.5","0.6571363844484764"
"Undying","Lina","138","69","69","0.5","0.6445207429845963"
"Jakiro","Dazzle","68","34","34","0.5","0.6364254542400256"
"Underlord","Leshrac","66","33","33","0.5","0.6058461604689397"
"Ursa","Shadow Shaman","72","36","36","0.5","0.5963840532577999"
"Grimstroke","Alchemist","54","27","27","0.5","0.5696860353249557"
"Leshrac","Abaddon","54","27","27","0.5","0.5283586604597464"
"Broodmother","Leshrac","68","34","34","0.5","0.5022193492724303"
"Ogre Magi","Earth Spirit","64","32","32","0.5","0.48266821726615566"
"Kunkka","Crystal Maiden","108","54","54","0.5","0.4725371964201986"
"Treant Protector","Sand King","54","27","27","0.5","0.4713616665739958"
"Mars","Viper","132","66","66","0.5","0.4577630140312549"
"Bloodseeker","Doom","86","43","43","0.5","0.4424803034996411"
"Terrorblade","Monkey King","214","107","107","0.5","0.4364232938361957"
"Terrorblade","Storm Spirit","222","111","111","0.5","0.4232466365450253"
"Hoodwink","Undying","148","74","74","0.5","0.39524814745635123"
"Lion","Storm Spirit","180","90","90","0.5","0.38904077254433345"
"Lion","Pangolier","268","134","134","0.5","0.38510392191427145"
"Elder Titan","Hoodwink","54","27","27","0.5","0.38362741927917937"
"Magnus","Shadow Fiend","68","34","34","0.5","0.36577455656362984"
"Enigma","Io","66","33","33","0.5","0.35746848566477346"
"Terrorblade","Phantom Assassin","116","58","58","0.5","0.3341967063493107"
"Legion Commander","Queen of Pain","60","30","30","0.5","0.32288041583505844"
"Treant Protector","Ancient Apparition","50","25","25","0.5","0.3174690388686898"
"Void Spirit","Ursa","108","54","54","0.5","0.31552494841103784"
"Brewmaster","Slardar","58","29","29","0.5","0.3028188378728831"
"Sven","Luna","70","35","35","0.5","0.2944267044931219"
"Vengeful Spirit","Grimstroke","94","47","47","0.5","0.2812588651802985"
"Tusk","Ringmaster","110","55","55","0.5","0.27107830961629253"
"Death Prophet","Undying","198","99","99","0.5","0.2251903239348713"
"Earthshaker","Bristleback","66","33","33","0.5","0.22027805913868073"
"Dragon Knight","Lion","172","86","86","0.5","0.21405070011069963"
"Enigma","Tidehunter","74","37","37","0.5","0.20671043416282192"
"Io","Dragon Knight","132","66","66","0.5","0.17727364593935524"
"Brewmaster","Mars","138","69","69","0.5","0.1597658077742065"
"Keeper of the Light","Medusa","114","57","57","0.5","0.13330683510961205"
"Zeus","Death Prophet","80","40","40","0.5","0.12655230122114017"
"Hoodwink","Pudge","88","44","44","0.5","0.10986127562314336"
"Night Stalker","Hoodwink","66","33","33","0.5","0.10336476238905361"
"Magnus","Doom","186","93","93","0.5","0.10320866661883954"
"Monkey King","Primal Beast","112","56","56","0.5","0.09106602573116669"
"Tiny","Tusk","618","309","309","0.5","0.07545784088841066"
"Kunkka","Spirit Breaker","94","47","47","0.5","0.022486139898546753"
"Spirit Breaker","Kunkka","94","47","47","0.5","-0.02248613989854751"
"Tusk","Tiny","618","309","309","0.5","-0.07545784088841133"
"Primal Beast","Monkey King","112","56","56","0.5","-0.09106602573116758"
"Doom","Magnus","186","93","93","0.5","-0.10320866661883989"
"Hoodwink","Night Stalker","66","33","33","0.5","-0.10336476238905301"
"Pudge","Hoodwink","88","44","44","0.5","-0.10986127562314218"
"Death Prophet","Zeus","80","40","40","0.5","-0.12655230122114142"
"Medusa","Keeper of the Light","114","57","57","0.5","-0.13330683510961128"
"Mars","Brewmaster","138","69","69","0.5","-0.15976580777420704"
"Dragon Knight","Io","132","66","66","0.5","-0.1772736459393562"
"Tidehunter","Enigma","74","37","37","0.5","-0.2067104341628213"
"Lion","Dragon Knight","172","86","86","0.5","-0.21405070011070185"
"Bristleback","Earthshaker","66","33","33","0.5","-0.22027805913868068"
"Undying","Death Prophet","198","99","99","0.5","-0.2251903239348707"
"Ringmaster","Tusk","110","55","55","0.5","-0.27107830961629215"
"Grimstroke","Vengeful Spirit","94","47","47","0.5","-0.2812588651802985"
"Luna","Sven","70","35","35","0.5","-0.2944267044931226"
"Slardar","Brewmaster","58","29","29","0.5","-0.30281883787288355"
"Ursa","Void Spirit","108","54","54","0.5","-0.3155249484110386"
"Ancient Apparition","Treant Protector","50","25","25","0.5","-0.3174690388686898"
"Queen of Pain","Legion Commander","60","30","30","0.5","-0.3228804158350584"
"Phantom Assassin","Terrorblade","116","58","58","0.5","-0.3341967063493128"
"Io","Enigma","66","33","33","0.5","-0.35746848566477346"
"Shadow Fiend","Magnus","68","34","34","0.5","-0.3657745565636293"
"Hoodwink","Elder Titan","54","27","27","0.5","-0.38362741927918026"
"Pangolier","Lion","268","134","134","0.5","-0.38510392191427156"
"Storm Spirit","Lion","180","90","90","0.5","-0.3890407725443345"
"Undying","Hoodwink","148","74","74","0.5","-0.395248147456351"
"Storm Spirit","Terrorblade","222","111","111","0.5","-0.42324663654502637"
"Monkey King","Terrorblade","214","107","107","0.5","-0.4364232938361944"
"Doom","Bloodseeker","86","43","43","0.5","-0.4424803034996418"
"Viper","Mars","132","66","66","0.5","-0.45776301403125447"
"Sand King","Treant Protector","54","27","27","0.5","-0.4713616665739953"
"Crystal Maiden","Kunkka","108","54","54","0.5","-0.4725371964201978"
"Earth Spirit","Ogre Magi","64","32","32","0.5","-0.4826682172661548"
"Leshrac","Broodmother","68","34","34","0.5","-0.5022193492724303"
"Abaddon","Leshrac","54","27","27","0.5","-0.5283586604597451"
"Alchemist","Grimstroke","54","27","27","0.5","-0.5696860353249557"
"Shadow Shaman","Ursa","72","36","36","0.5","-0.5963840532577996"
"Leshrac","Underlord","66","33","33","0.5","-0.6058461604689392"
"Dazzle","Jakiro","68","34","34","0.5","-0.636425454240026"
"Lina","Undying","138","69","69","0.5","-0.6445207429845968"
"Troll Warlord","Ember Spirit","130","65","65","0.5","-0.6571363844484768"
"Kunkka","Slardar","72","36","36","0.5","-0.6659295666590934"
"Nyx Assassin","Lina","60","30","30","0.5","-0.6662588985561011"
"Zeus","Magnus","50","25","25","0.5","-0.6701867393179808"
"Ember Spirit","Shadow Demon","228","114","114","0.5","-0.6702949976138117"
"Magnus","Windranger","114","57","57","0.5","-0.6716643429823685"
"Leshrac","Brewmaster","56","28","28","0.5","-0.717070381006998"
"Grimstroke","Night Stalker","58","29","29","0.5","-0.7233090666885407"
"Magnus","Puck","154","77","77","0.5","-0.7273034675255895"
"Shadow Fiend","Primal Beast","106","53","53","0.5","-0.7584556439839093"
"Troll Warlord","Sven","98","49","49","0.5","-0.761064106308262"
"Clockwerk","Windranger","150","75","75","0.5","-0.7829468235492407"
"Mirana","Puck","206","103","103","0.5","-0.7905789343760773"
"Enchantress","Troll Warlord","98","49","49","0.5","-0.7909438304098171"
"Bane","Slark","52","26","26","0.5","-0.7919845544733359"
"Jakiro","Nyx Assassin","56","28","28","0.5","-0.7960538617034268"
"Warlock","Morphling","68","34","34","0.5","-0.8125646481464881"
"Lich","Shadow Demon","60","30","30","0.5","-0.8366786315075002"
"Ursa","Weaver","96","48","48","0.5","-0.8780103183032963"
"Shadow Shaman","Nature's Prophet","110","55","55","0.5","-0.8933325371471568"
"Razor","Dark Seer","52","26","26","0.5","-0.9110131086679724"
"Ancient Apparition","Death Prophet","74","37","37","0.5","-0.9122896090588132"
"Weaver","Sand King","88","44","44","0.5","-0.9380243602780904"
"Shadow Fiend","Crystal Maiden","90","45","45","0.5","-0.9449377011817442"
"Jakiro","Dragon Knight","230","115","115","0.5","-0.9748119317183886"
"Dark Seer","Axe","50","25","25","0.5","-0.9880712694712512"
"Gyrocopter","Sniper","62","31","31","0.5","-0.99521343909379"
"Brewmaster","Queen of Pain","74","37","37","0.5","-1.0047790572950812"
"Enchantress","Luna","136","68","68","0.5","-1.0217724435071849"
"Dawnbreaker","Ogre Magi","80","40","40","0.5","-1.1069546679043143"
"Enigma","Magnus","60","30","30","0.5","-1.1159487130421026"
"Skywrath Mage","Monkey King","112","56","56","0.5","-1.123682231649658"
"Void Spirit","Dark Seer","70","35","35","0.5","-1.1363066525151069"
"Kunkka","Pugna","94","47","47","0.5","-1.138114607616842"
"Tiny","Luna","198","99","99","0.5","-1.182058219136813"
"Ursa","Lina","80","40","40","0.5","-1.1858503705779444"
"Ursa","Ancient Apparition","50","25","25","0.5","-1.2015092944673342"
"Spirit Breaker","Centaur Warrunner","68","34","34","0.5","-1.206345336384936"
"Io","Kunkka","118","59","59","0.5","-1.2279141650267131"
"Beastmaster","Leshrac","160","80","80","0.5","-1.228212507983336"
"Jakiro","Viper","92","46","46","0.5","-1.248496453109691"
"Tidehunter","Timbersaw","136","68","68","0.5","-1.293904122110931"
"Earth Spirit","Weaver","92","46","46","0.5","-1.3191285279056302"
"Sniper","Terrorblade","58","29","29","0.5","-1.3214287907089328"
"Pudge","Tusk","80","40","40","0.5","-1.3240747452152908"
"Queen of Pain","Primal Beast","114","57","57","0.5","-1.3398051467790422"
"Shadow Fiend","Pangolier","204","102","102","0.5","-1.3444053109506044"
"Abaddon","Shadow Shaman","84","42","42","0.5","-1.3512388123125487"
"Lion","Silencer","60","30","30","0.5","-1.3685840728828682"
"Void Spirit","Grimstroke","84","42","42","0.5","-1.3711363748967382"
"Enchantress","Pudge","84","42","42","0.5","-1.3901322654051897"
"Silencer","Skywrath Mage","62","31","31","0.5","-1.4033528769566792"
"Venomancer","Storm Spirit","78","39","39","0.5","-1.495673376363886"
"Juggernaut","Undying","52","26","26","0.5","-1.5009679610040765"
"Bane","Abaddon","178","89","89","0.5","-1.5206319775672232"
"Sniper","Pangolier","114","57","57","0.5","-1.544381860509457"
"Lycan","Phoenix","62","31","31","0.5","-1.5478153561833397"
"Io","Nature's Prophet","56","28","28","0.5","-1.5670436387573938"
"Dark Seer","Magnus","74","37","37","0.5","-1.5921088025985768"
"Slardar","Lion","66","33","33","0.5","-1.6437326393690592"
"Winter Wyvern","Lion","56","28","28","0.5","-1.6439968914614405"
"Muerta","Ogre Magi","58","29","29","0.5","-1.6899737887684925"
"Juggernaut","Techies","68","34","34","0.5","-1.7058868980350603"
"Tidehunter","Sven","76","38","38","0.5","-1.7409904217722452"
"Centaur Warrunner","Chaos Knight","72","36","36","0.5","-1.7443629477411424"
"Axe","Batrider","82","41","41","0.5","-1.7655589252001587"
"Lina","Dark Willow","106","53","53","0.5","-1.8479265005735606"
"Chaos Knight","Weaver","90","45","45","0.5","-1.9364110271130273"
"Axe","Clockwerk","84","42","42","0.5","-1.9499471158292805"
"Disruptor","Abaddon","92","46","46","0.5","-2.006721706366201"
"Enchantress","Tidehunter","138","69","69","0.5","-2.0282056377156787"
"Sven","Shadow Fiend","92","46","46","0.5","-2.0717114732058137"
"Timbersaw","Void Spirit","166","83","83","0.5","-2.089979273265921"
"Underlord","Death Prophet","50","25","25","0.5","-2.0968998605995677"
"Lycan","Timbersaw","84","42","42","0.5","-2.10877900037454"
"Nyx Assassin","Earthshaker","60","30","30","0.5","-2.1377183176190075"
"Ogre Magi","Enchantress","90","45","45","0.5","-2.1683373920091524"
"Lion","Lifestealer","76","38","38","0.5","-2.207290270780233"
"Brewmaster","Chaos Knight","62","31","31","0.5","-2.2527025634977327"
"Lich","Enigma","50","25","25","0.5","-2.266803375614124"
"Invoker","Undying","78","39","39","0.5","-2.338453558941623"
"Underlord","Brewmaster","70","35","35","0.5","-2.365214007136836"
"Faceless Void","Morphling","140","70","70","0.5","-2.3871241937698957"
"Tidehunter","Death Prophet","110","55","55","0.5","-2.485334364746334"
"Lion","Lich","80","40","40","0.5","-2.52048715885945"
"Axe","Slardar","82","41","41","0.5","-2.556512712016975"
"Earth Spirit","Phantom Assassin","62","31","31","0.5","-2.680526382832517"
"Shadow Shaman","Terrorblade","130","65","65","0.5","-2.728042829168573"
"Tidehunter","Night Stalker","82","41","41","0.5","-2.7356511578041447"
"Marci","Pugna","58","29","29","0.5","-2.7411088493490565"
"Lifestealer","Io","50","25","25","0.5","-2.80703897507415"
"Rubick","Vengeful Spirit","108","54","54","0.5","-2.8800301143850895"
"Omniknight","Enchantress","50","25","25","0.5","-2.9115645533050825"
"Slark","Enigma","50","25","25","0.5","-2.957374664421343"
"Kez","Puck","56","28","28","0.5","-3.5056633588344415"
"Centaur Warrunner","Tiny","335","167","168","0.49850746268656715","-0.044539618436411355"
"Puck","Shadow Demon","309","154","155","0.49838187702265374","0.16172634213340073"
"Morphling","Batrider","291","145","146","0.49828178694158076","0.6530873602658344"
"Beastmaster","Monkey King","289","144","145","0.4982698961937716","0.4667060310875588"
"Dragon Knight","Clockwerk","287","143","144","0.49825783972125437","-0.3747098830419544"
"Mars","Clockwerk","281","140","141","0.498220640569395","-1.2177321569101565"
"Undying","Pangolier","267","133","134","0.49812734082397003","-0.7237490589485612"
"Tidehunter","Beastmaster","261","130","131","0.49808429118773945","0.4926808823177426"
"Pangolier","Mars","518","258","260","0.4980694980694981","0.26422483050456114"
"Tiny","Puck","502","250","252","0.49800796812749004","-0.079131564430191"
"Dark Willow","Batrider","241","120","121","0.4979253112033195","1.0779698648585823"
"Phoenix","Batrider","241","120","121","0.4979253112033195","0.36637739588902346"
"Tiny","Pangolier","717","357","360","0.497907949790795","0.19765148134578747"
"Sven","Pangolier","215","107","108","0.49767441860465117","-0.1337034817670822"
"Earthshaker","Tiny","213","106","107","0.49765258215962443","-0.5334260918871506"
"Undying","Enchantress","213","106","107","0.49765258215962443","-1.0121198873138222"
"Pangolier","Luna","211","105","106","0.4976303317535545","-1.0605395311290804"
"Mars","Phoenix","209","104","105","0.49760765550239233","-0.46990697497363737"
"Mars","Undying","205","102","103","0.4975609756097561","-1.0011691400585205"
"Rubick","Shadow Fiend","197","98","99","0.49746192893401014","1.3681922097264951"
"Beastmaster","Primal Beast","197","98","99","0.49746192893401014","-0.9261867687411677"
"Shadow Demon","Queen of Pain","195","97","98","0.49743589743589745","0.17006307203683896"
"Tusk","Tidehunter","195","97","98","0.49743589743589745","-1.9331093880909436"
"Luna","Puck","193","96","97","0.49740932642487046","1.4475721467681455"
"Queen of Pain","Disruptor","193","96","97","0.49740932642487046","0.2110958504959346"
"Primal Beast","Doom","191","95","96","0.4973821989528796","1.0593777934861608"
"Hoodwink","Ember Spirit","382","190","192","0.4973821989528796","0.4052663208935071"
"Windranger","Snapfire","191","95","96","0.4973821989528796","0.3959730916762376"
"Lina","Tusk","191","95","96","0.4973821989528796","0.06303841777347557"
"Gyrocopter","Phoenix","191","95","96","0.4973821989528796","-1.4577265318757096"
"Doom","Rubick","368","183","185","0.49728260869565216","-1.2204150184947822"
"Brewmaster","Pangolier","181","90","91","0.4972375690607735","0.45388097739226974"
"Gyrocopter","Terrorblade","181","90","91","0.4972375690607735","-0.107159389293642"
"Monkey King","Void Spirit","181","90","91","0.4972375690607735","-1.5709902374867322"
"Nature's Prophet","Enchantress","179","89","90","0.4972067039106145","1.1959304955278647"
"Tusk","Faceless Void","179","89","90","0.4972067039106145","0.6365436092422957"
"Puck","Batrider","358","178","180","0.4972067039106145","0.09644946065283187"
"Tusk","Snapfire","356","177","179","0.49719101123595505","-0.5531679499771539"
"Keeper of the Light","Batrider","177","88","89","0.4971751412429379","0.46319691738463264"
"Jakiro","Shadow Shaman","177","88","89","0.4971751412429379","-0.2250431348167132"
"Ember Spirit","Io","177","88","89","0.4971751412429379","-0.881331397417446"
"Morphling","Hoodwink","175","87","88","0.49714285714285716","-0.3284494074486784"
"Skywrath Mage","Snapfire","173","86","87","0.49710982658959535","1.7058488154899445"
"Rubick","Pugna","173","86","87","0.49710982658959535","-0.7715305547712703"
"Puck","Alchemist","169","84","85","0.4970414201183432","-0.8450706029170616"
"Shadow Demon","Monkey King","165","82","83","0.49696969696969695","1.7467659598445648"
"Crystal Maiden","Rubick","326","162","164","0.49693251533742333","0.12665339015009505"
"Puck","Beastmaster","324","161","163","0.49691358024691357","1.4733046357434714"
"Void Spirit","Disruptor","159","79","80","0.4968553459119497","-0.9238104746576187"
"Storm Spirit","Sven","157","78","79","0.4968152866242038","1.1420530191247582"
"Doom","Beastmaster","314","156","158","0.4968152866242038","0.6017273611836305"
"Storm Spirit","Skywrath Mage","157","78","79","0.4968152866242038","0.26880601737958626"
"Shadow Demon","Keeper of the Light","155","77","78","0.4967741935483871","0.2674631103069019"
"Tidehunter","Monkey King","155","77","78","0.4967741935483871","-1.2491006606240127"
"Beastmaster","Nyx Assassin","155","77","78","0.4967741935483871","-1.7033082342562313"
"Templar Assassin","Mars","306","152","154","0.49673202614379086","-0.04549376881984466"
"Invoker","Tiny","302","150","152","0.4966887417218543","0.1173030551865343"
"Dark Willow","Queen of Pain","149","74","75","0.4966442953020134","1.428959781218529"
"Ember Spirit","Disruptor","298","148","150","0.4966442953020134","-0.5787483186590775"
"Disruptor","Batrider","288","143","145","0.4965277777777778","1.428768945251846"
"Pangolier","Snapfire","425","211","214","0.4964705882352941","0.4228477155310483"
"Warlock","Mars","141","70","71","0.49645390070921985","1.0716677012473481"
"Doom","Gyrocopter","141","70","71","0.49645390070921985","-1.7519272926830698"
"Pugna","Monkey King","139","69","70","0.49640287769784175","1.7232428946957687"
"Hoodwink","Viper","139","69","70","0.49640287769784175","-1.7034816560419073"
"Queen of Pain","Gyrocopter","137","68","69","0.49635036496350365","0.0861558532635716"
"Weaver","Luna","137","68","69","0.49635036496350365","-0.7708059935973055"
"Puck","Techies","137","68","69","0.49635036496350365","-1.5221876982031002"
"Ursa","Batrider","135","67","68","0.4962962962962963","1.1053799442700405"
"Snapfire","Underlord","135","67","68","0.4962962962962963","0.12118845543054205"
"Skywrath Mage","Keeper of the Light","135","67","68","0.4962962962962963","0.04855260444810066"
"Night Stalker","Mars","135","67","68","0.4962962962962963","-1.4073613189834182"
"Beastmaster","Night Stalker","131","65","66","0.4961832061068702","0.7401674320356035"
"Bane","Lycan","131","65","66","0.4961832061068702","0.5446237057165145"
"Tusk","Marci","260","129","131","0.49615384615384617","0.10011451091101661"
"Disruptor","Mirana","260","129","131","0.49615384615384617","-0.5424141755287392"
"Clockwerk","Dark Seer","129","64","65","0.49612403100775193","0.6551361194322256"
"Terrorblade","Sven","129","64","65","0.49612403100775193","0.10759225951803701"
"Dark Willow","Disruptor","129","64","65","0.49612403100775193","-0.00006864000770263835"
"Shadow Demon","Brewmaster","129","64","65","0.49612403100775193","-0.0061002213104011105"
"Naga Siren","Clockwerk","129","64","65","0.49612403100775193","-0.32578312276472604"
"Underlord","Phoenix","129","64","65","0.49612403100775193","-0.8071248821256546"
"Hoodwink","Tusk","385","191","194","0.4961038961038961","0.45330746468264266"
"Dragon Knight","Enchantress","256","127","129","0.49609375","0.08420692843065536"
"Leshrac","Razor","127","63","64","0.49606299212598426","-0.3508125915367892"
"Pugna","Phoenix","127","63","64","0.49606299212598426","-0.7556008433592224"
"Weaver","Tidehunter","125","62","63","0.496","0.5419433450798837"
"Shadow Shaman","Warlock","125","62","63","0.496","0.5151267572241827"
"Ember Spirit","Keeper of the Light","248","123","125","0.4959677419354839","2.025034598175677"
"Timbersaw","Storm Spirit","246","122","124","0.4959349593495935","0.2950753106168558"
"Dawnbreaker","Storm Spirit","123","61","62","0.4959349593495935","0.29224407862046975"
"Templar Assassin","Shadow Shaman","123","61","62","0.4959349593495935","-0.412620226306877"
"Earth Spirit","Enchantress","123","61","62","0.4959349593495935","-0.6674088189686184"
"Luna","Shadow Demon","121","60","61","0.49586776859504134","0.5269919329102541"
"Gyrocopter","Luna","121","60","61","0.49586776859504134","0.11933932952450228"
"Lina","Treant Protector","121","60","61","0.49586776859504134","-1.7011658928719398"
"Clockwerk","Morphling","240","119","121","0.49583333333333335","-0.9465726236687869"
"Axe","Hoodwink","119","59","60","0.4957983193277311","-1.0529414547033225"
"Underlord","Void Spirit","119","59","60","0.4957983193277311","-1.4929445239978183"
"Tusk","Troll Warlord","117","58","59","0.49572649572649574","0.5427020150631497"
"Lich","Batrider","117","58","59","0.49572649572649574","0.19979320849254598"
"Sand King","Ember Spirit","232","115","117","0.4956896551724138","-1.2313856102196412"
"Tiny","Shadow Demon","347","172","175","0.4956772334293948","0.10938983641109051"
"Primal Beast","Sven","115","57","58","0.4956521739130435","2.5223267576842527"
"Sand King","Invoker","115","57","58","0.4956521739130435","1.206314516594751"
"Earth Spirit","Dragon Knight","115","57","58","0.4956521739130435","0.6170126502633034"
"Phoenix","Enchantress","228","113","115","0.4956140350877193","0.4430055026227799"
"Storm Spirit","Ember Spirit","684","339","345","0.4956140350877193","0.06682095432424992"
"Tusk","Timbersaw","228","113","115","0.4956140350877193","-1.012692538193009"
"Mars","Bloodseeker","111","55","56","0.4954954954954955","-0.8405370015388344"
"Tidehunter","Dark Willow","111","55","56","0.4954954954954955","-0.8716166510617711"
"Elder Titan","Mars","111","55","56","0.4954954954954955","-1.8154910655764431"
"Shadow Fiend","Terrorblade","111","55","56","0.4954954954954955","-1.9356164128428575"
"Tiny","Marci","442","219","223","0.49547511312217196","-0.4198453054019027"
"Rubick","Grimstroke","220","109","111","0.4954545454545455","0.886055271047374"
"Mars","Tusk","329","163","166","0.49544072948328266","-1.5629547086656947"
"Storm Spirit","Undying","218","108","110","0.4954128440366973","0.609899924667206"
"Shadow Demon","Lifestealer","109","54","55","0.4954128440366973","0.388060406322897"
"Kunkka","Shadow Shaman","109","54","55","0.4954128440366973","0.20707350628701124"
"Dark Willow","Primal Beast","109","54","55","0.4954128440366973","-1.0277479280662702"
"Phoenix","Ember Spirit","325","161","164","0.49538461538461537","-0.9091268222159611"
"Underlord","Tiny","216","107","109","0.49537037037037035","-0.04056942636059453"
"Ember Spirit","Pangolier","646","320","326","0.4953560371517028","-0.08583733181558895"
"Dawnbreaker","Earth Spirit","105","52","53","0.49523809523809526","2.1499301933511195"
"Disruptor","Razor","105","52","53","0.49523809523809526","1.0630901964635542"
"Sniper","Clockwerk","105","52","53","0.49523809523809526","0.6342368779300024"
"Drow Ranger","Morphling","105","52","53","0.49523809523809526","-0.3854220534766731"
"Juggernaut","Pangolier","105","52","53","0.49523809523809526","-1.0039254666040505"
"Windranger","Tidehunter","103","51","52","0.49514563106796117","0.5680152125264465"
"Void Spirit","Sven","103","51","52","0.49514563106796117","0.4787720908463735"
"Clockwerk","Gyrocopter","206","102","104","0.49514563106796117","-0.37063132117453484"
"Nature's Prophet","Shadow Fiend","103","51","52","0.49514563106796117","-0.38051187611439996"
"Earth Spirit","Doom","103","51","52","0.49514563106796117","-1.2370334691738234"
"Pugna","Invoker","103","51","52","0.49514563106796117","-1.6403471462450931"
"Pangolier","Earthshaker","204","101","103","0.4950980392156863","0.18492367090900186"
"Troll Warlord","Hoodwink","101","50","51","0.49504950495049505","-0.17730725513977916"
"Hoodwink","Shadow Fiend","202","100","102","0.49504950495049505","-0.32331347670753263"
"Bane","Dark Willow","101","50","51","0.49504950495049505","-0.641504014267252"
"Kunkka","Magnus","101","50","51","0.49504950495049505","-1.1665843146001011"
"Keeper of the Light","Bloodseeker","101","50","51","0.49504950495049505","-2.7274255547847552"
"Lifestealer","Dragon Knight","99","49","50","0.494949494949495","0.7261530765113202"
"Shadow Shaman","Beastmaster","99","49","50","0.494949494949495","0.42781418091089823"
"Enigma","Lina","99","49","50","0.494949494949495","-0.15469782020126724"
"Monkey King","Faceless Void","99","49","50","0.494949494949495","-0.39991346229908836"
"Dark Seer","Brewmaster","99","49","50","0.494949494949495","-0.4462353038972744"
"Enchantress","Pugna","196","97","99","0.49489795918367346","-1.3430709145148274"
"Batrider","Viper","97","48","49","0.4948453608247423","-0.3720633091426825"
"Magnus","Bristleback","97","48","49","0.4948453608247423","-0.7731562959427268"
"Tiny","Dark Seer","194","96","98","0.4948453608247423","-1.0667952892651016"
"Storm Spirit","Windranger","192","95","97","0.4947916666666667","-0.21480535672617054"
"Gyrocopter","Abaddon","95","47","48","0.49473684210526314","0.23904983986391334"
"Ember Spirit","Clockwerk","380","188","192","0.49473684210526314","-0.09725695831902038"
"Treant Protector","Faceless Void","95","47","48","0.49473684210526314","-0.5335173035539131"
"Medusa","Weaver","95","47","48","0.49473684210526314","-0.6492786013531594"
"Tidehunter","Skywrath Mage","95","47","48","0.49473684210526314","-0.7856083831933085"
"Naga Siren","Leshrac","95","47","48","0.49473684210526314","-1.1975730239581863"
"Sand King","Windranger","95","47","48","0.49473684210526314","-1.3315877523799793"
"Tidehunter","Ember Spirit","283","140","143","0.49469964664310956","-0.061135147885360244"
"Gyrocopter","Tiny","376","186","190","0.4946808510638298","-0.5567407985605605"
"Keeper of the Light","Doom","188","93","95","0.4946808510638298","-0.7694751345144601"
"Death Prophet","Faceless Void","93","46","47","0.4946236559139785","1.2056469589171435"
"Viper","Snapfire","93","46","47","0.4946236559139785","0.5591431457746022"
"Rubick","Sniper","93","46","47","0.4946236559139785","0.39375416532835805"
"Tidehunter","Lycan","93","46","47","0.4946236559139785","0.2854568581631723"
"Batrider","Ogre Magi","93","46","47","0.4946236559139785","0.031684326351848105"
"Pugna","Nature's Prophet","93","46","47","0.4946236559139785","-1.0755990682809584"
"Night Stalker","Phoenix","93","46","47","0.4946236559139785","-4.449474970769743"
"Windranger","Doom","182","90","92","0.4945054945054945","-1.4212537744041602"
"Silencer","Pangolier","182","90","92","0.4945054945054945","-2.1632784316697786"
"Pangolier","Venomancer","91","45","46","0.4945054945054945","-2.619097676016798"
